,temp_air,ghi,dni,dhi,wind_speed
2021-01-01 00:00:00,0.26,0.0,-0.0,0.0,2.85
2021-01-01 01:00:00,-0.45,0.0,-0.0,0.0,2.78
2021-01-01 02:00:00,-1.16,0.0,-0.0,0.0,2.71
2021-01-01 03:00:00,-1.87,0.0,-0.0,0.0,2.64
2021-01-01 04:00:00,-2.58,0.0,-0.0,0.0,2.57
2021-01-01 05:00:00,-3.3,0.0,-0.0,0.0,2.5
2021-01-01 06:00:00,-4.01,0.0,-0.0,0.0,2.43
2021-01-01 07:00:00,-4.72,0.0,-0.0,0.0,2.36
2021-01-01 08:00:00,-2.42,0.0,-0.0,0.0,1.86
2021-01-01 09:00:00,-2.56,5.0,0.0,5.0,1.66
2021-01-01 10:00:00,-2.42,12.0,0.0,12.0,1.52
2021-01-01 11:00:00,-2.31,72.0,195.05,48.0,1.38
2021-01-01 12:00:00,-2.3,11.0,0.0,11.0,1.03
2021-01-01 13:00:00,-2.62,5.0,0.0,5.0,0.97
2021-01-01 14:00:00,-2.77,0.0,-0.0,0.0,1.1
2021-01-01 15:00:00,-3.04,0.0,-0.0,0.0,1.03
2021-01-01 16:00:00,-3.6,0.0,-0.0,0.0,0.97
2021-01-01 17:00:00,-3.69,0.0,-0.0,0.0,0.83
2021-01-01 18:00:00,-3.75,0.0,-0.0,0.0,0.69
2021-01-01 19:00:00,-4.29,0.0,-0.0,0.0,0.62
2021-01-01 20:00:00,-4.35,0.0,-0.0,0.0,0.55
2021-01-01 21:00:00,-4.85,0.0,-0.0,0.0,0.62
2021-01-01 22:00:00,-5.36,0.0,-0.0,0.0,0.69
2021-01-01 23:00:00,-5.78,0.0,-0.0,0.0,0.69
2021-01-02 00:00:00,-6.29,0.0,-0.0,0.0,0.69
2021-01-02 01:00:00,-7.18,0.0,-0.0,0.0,0.9
2021-01-02 02:00:00,-8.95,0.0,-0.0,0.0,1.24
2021-01-02 03:00:00,-10.25,0.0,-0.0,0.0,1.38
2021-01-02 04:00:00,-10.99,0.0,-0.0,0.0,1.45
2021-01-02 05:00:00,-11.99,0.0,-0.0,0.0,1.59
2021-01-02 06:00:00,-12.78,0.0,-0.0,0.0,1.66
2021-01-02 07:00:00,-12.97,0.0,-0.0,0.0,1.52
2021-01-02 08:00:00,-13.44,0.0,-0.0,0.0,1.52
2021-01-02 09:00:00,-13.53,14.0,0.0,14.0,1.45
2021-01-02 10:00:00,-12.83,76.0,460.9,28.0,1.24
2021-01-02 11:00:00,-11.4,79.0,249.0,48.0,1.03
2021-01-02 12:00:00,-10.26,58.0,114.63,45.0,0.9
2021-01-02 13:00:00,-10.83,25.0,27.93,23.0,1.03
2021-01-02 14:00:00,-12.06,0.0,0.0,0.0,1.24
2021-01-02 15:00:00,-12.6,0.0,-0.0,0.0,1.31
2021-01-02 16:00:00,-12.72,0.0,-0.0,0.0,1.24
2021-01-02 17:00:00,-12.95,0.0,-0.0,0.0,1.31
2021-01-02 18:00:00,-12.99,0.0,-0.0,0.0,1.24
2021-01-02 19:00:00,-11.93,0.0,-0.0,0.0,1.17
2021-01-02 20:00:00,-11.86,0.0,-0.0,0.0,1.17
2021-01-02 21:00:00,-11.72,0.0,-0.0,0.0,1.03
2021-01-02 22:00:00,-11.94,0.0,-0.0,0.0,1.03
2021-01-02 23:00:00,-12.26,0.0,-0.0,0.0,0.97
2021-01-03 00:00:00,-12.75,0.0,-0.0,0.0,0.9
2021-01-03 01:00:00,-13.38,0.0,-0.0,0.0,0.83
2021-01-03 02:00:00,-13.31,0.0,-0.0,0.0,0.9
2021-01-03 03:00:00,-12.93,0.0,-0.0,0.0,0.83
2021-01-03 04:00:00,-12.75,0.0,-0.0,0.0,0.69
2021-01-03 05:00:00,-12.61,0.0,-0.0,0.0,0.76
2021-01-03 06:00:00,-12.68,0.0,-0.0,0.0,0.41
2021-01-03 07:00:00,-14.16,0.0,-0.0,0.0,0.62
2021-01-03 08:00:00,-13.93,0.0,-0.0,0.0,0.62
2021-01-03 09:00:00,-13.51,7.0,0.0,7.0,0.76
2021-01-03 10:00:00,-12.26,14.0,0.0,14.0,0.62
2021-01-03 11:00:00,-10.75,19.0,0.0,19.0,0.28
2021-01-03 12:00:00,-10.06,12.0,0.0,12.0,0.14
2021-01-03 13:00:00,-9.04,6.0,0.0,6.0,0.28
2021-01-03 14:00:00,-8.28,0.0,0.0,0.0,0.48
2021-01-03 15:00:00,-8.05,0.0,-0.0,0.0,0.55
2021-01-03 16:00:00,-8.07,0.0,-0.0,0.0,0.69
2021-01-03 17:00:00,-8.4,0.0,-0.0,0.0,0.9
2021-01-03 18:00:00,-8.73,0.0,-0.0,0.0,0.97
2021-01-03 19:00:00,-8.52,0.0,-0.0,0.0,0.9
2021-01-03 20:00:00,-8.64,0.0,-0.0,0.0,0.97
2021-01-03 21:00:00,-8.57,0.0,-0.0,0.0,0.97
2021-01-03 22:00:00,-9.49,0.0,-0.0,0.0,1.31
2021-01-03 23:00:00,-9.48,0.0,-0.0,0.0,1.31
2021-01-04 00:00:00,-9.63,0.0,-0.0,0.0,1.38
2021-01-04 01:00:00,-9.77,0.0,-0.0,0.0,1.38
2021-01-04 02:00:00,-9.72,0.0,-0.0,0.0,1.38
2021-01-04 03:00:00,-9.83,0.0,-0.0,0.0,1.52
2021-01-04 04:00:00,-10.15,0.0,-0.0,0.0,1.59
2021-01-04 05:00:00,-10.19,0.0,-0.0,0.0,1.45
2021-01-04 06:00:00,-10.63,0.0,-0.0,0.0,1.45
2021-01-04 07:00:00,-10.44,0.0,-0.0,0.0,1.45
2021-01-04 08:00:00,-10.49,0.0,-0.0,0.0,1.45
2021-01-04 09:00:00,-10.8,7.0,0.0,7.0,1.38
2021-01-04 10:00:00,-9.76,16.0,0.0,16.0,1.17
2021-01-04 11:00:00,-8.81,19.0,0.0,19.0,1.1
2021-01-04 12:00:00,-8.66,15.0,0.0,15.0,1.1
2021-01-04 13:00:00,-7.66,14.0,0.0,14.0,0.9
2021-01-04 14:00:00,-8.2,0.0,0.0,0.0,1.03
2021-01-04 15:00:00,-8.5,0.0,-0.0,0.0,1.17
2021-01-04 16:00:00,-8.61,0.0,-0.0,0.0,1.24
2021-01-04 17:00:00,-8.46,0.0,-0.0,0.0,1.03
2021-01-04 18:00:00,-8.07,0.0,-0.0,0.0,0.9
2021-01-04 19:00:00,-7.0,0.0,-0.0,0.0,0.97
2021-01-04 20:00:00,-6.43,0.0,-0.0,0.0,0.83
2021-01-04 21:00:00,-5.56,0.0,-0.0,0.0,0.62
2021-01-04 22:00:00,-5.19,0.0,-0.0,0.0,0.48
2021-01-04 23:00:00,-5.09,0.0,-0.0,0.0,0.34
2021-01-05 00:00:00,-4.97,0.0,-0.0,0.0,0.28
2021-01-05 01:00:00,-4.88,0.0,-0.0,0.0,0.28
2021-01-05 02:00:00,-4.85,0.0,-0.0,0.0,0.28
2021-01-05 03:00:00,-5.0,0.0,-0.0,0.0,0.34
2021-01-05 04:00:00,-5.0,0.0,-0.0,0.0,0.34
2021-01-05 05:00:00,-5.15,0.0,-0.0,0.0,0.48
2021-01-05 06:00:00,-5.38,0.0,-0.0,0.0,0.55
2021-01-05 07:00:00,-4.64,0.0,-0.0,0.0,0.76
2021-01-05 08:00:00,-5.13,0.0,-0.0,0.0,0.97
2021-01-05 09:00:00,-5.21,3.0,0.0,3.0,1.1
2021-01-05 10:00:00,-5.28,9.0,0.0,9.0,1.24
2021-01-05 11:00:00,-5.09,13.0,0.0,13.0,1.1
2021-01-05 12:00:00,-4.79,11.0,0.0,11.0,1.31
2021-01-05 13:00:00,-4.12,5.0,0.0,5.0,1.52
2021-01-05 14:00:00,-4.4,0.0,0.0,0.0,1.38
2021-01-05 15:00:00,-4.49,0.0,-0.0,0.0,1.38
2021-01-05 16:00:00,-4.92,0.0,-0.0,0.0,1.45
2021-01-05 17:00:00,-4.92,0.0,-0.0,0.0,1.38
2021-01-05 18:00:00,-4.88,0.0,-0.0,0.0,1.31
2021-01-05 19:00:00,-3.77,0.0,-0.0,0.0,1.17
2021-01-05 20:00:00,-3.7,0.0,-0.0,0.0,1.31
2021-01-05 21:00:00,-3.67,0.0,-0.0,0.0,1.38
2021-01-05 22:00:00,-3.71,0.0,-0.0,0.0,1.38
2021-01-05 23:00:00,-3.73,0.0,-0.0,0.0,1.38
2021-01-06 00:00:00,-3.75,0.0,-0.0,0.0,1.45
2021-01-06 01:00:00,-3.94,0.0,-0.0,0.0,1.52
2021-01-06 02:00:00,-4.07,0.0,-0.0,0.0,1.45
2021-01-06 03:00:00,-4.36,0.0,-0.0,0.0,1.45
2021-01-06 04:00:00,-4.57,0.0,-0.0,0.0,1.45
2021-01-06 05:00:00,-4.5,0.0,-0.0,0.0,1.45
2021-01-06 06:00:00,-4.5,0.0,-0.0,0.0,1.45
2021-01-06 07:00:00,-3.99,0.0,-0.0,0.0,1.52
2021-01-06 08:00:00,-4.0,0.0,-0.0,0.0,1.38
2021-01-06 09:00:00,-4.05,5.0,0.0,5.0,1.31
2021-01-06 10:00:00,-3.96,9.0,0.0,9.0,1.24
2021-01-06 11:00:00,-3.8,11.0,0.0,11.0,1.17
2021-01-06 12:00:00,-3.51,9.0,0.0,9.0,1.31
2021-01-06 13:00:00,-3.72,5.0,0.0,5.0,1.31
2021-01-06 14:00:00,-3.98,0.0,0.0,0.0,1.38
2021-01-06 15:00:00,-4.29,0.0,-0.0,0.0,1.38
2021-01-06 16:00:00,-4.32,0.0,-0.0,0.0,1.31
2021-01-06 17:00:00,-4.61,0.0,-0.0,0.0,1.31
2021-01-06 18:00:00,-4.76,0.0,-0.0,0.0,1.24
2021-01-06 19:00:00,-4.45,0.0,-0.0,0.0,1.24
2021-01-06 20:00:00,-4.58,0.0,-0.0,0.0,1.31
2021-01-06 21:00:00,-4.95,0.0,-0.0,0.0,1.38
2021-01-06 22:00:00,-5.0,0.0,-0.0,0.0,1.31
2021-01-06 23:00:00,-5.31,0.0,-0.0,0.0,1.31
2021-01-07 00:00:00,-5.39,0.0,-0.0,0.0,1.17
2021-01-07 01:00:00,-5.43,0.0,-0.0,0.0,1.1
2021-01-07 02:00:00,-5.68,0.0,-0.0,0.0,1.24
2021-01-07 03:00:00,-5.98,0.0,-0.0,0.0,1.24
2021-01-07 04:00:00,-6.01,0.0,-0.0,0.0,1.17
2021-01-07 05:00:00,-6.02,0.0,-0.0,0.0,1.17
2021-01-07 06:00:00,-5.99,0.0,-0.0,0.0,1.1
2021-01-07 07:00:00,-5.78,0.0,-0.0,0.0,1.31
2021-01-07 08:00:00,-5.82,0.0,-0.0,0.0,1.24
2021-01-07 09:00:00,-5.95,4.0,0.0,4.0,1.24
2021-01-07 10:00:00,-5.76,9.0,0.0,9.0,1.24
2021-01-07 11:00:00,-5.4,13.0,0.0,13.0,1.24
2021-01-07 12:00:00,-5.03,12.0,0.0,12.0,1.24
2021-01-07 13:00:00,-4.82,6.0,0.0,6.0,1.24
2021-01-07 14:00:00,-4.86,0.0,0.0,0.0,1.24
2021-01-07 15:00:00,-5.11,0.0,-0.0,0.0,1.24
2021-01-07 16:00:00,-5.17,0.0,-0.0,0.0,1.24
2021-01-07 17:00:00,-5.22,0.0,-0.0,0.0,1.17
2021-01-07 18:00:00,-5.2,0.0,-0.0,0.0,1.1
2021-01-07 19:00:00,-5.24,0.0,-0.0,0.0,1.17
2021-01-07 20:00:00,-5.19,0.0,-0.0,0.0,1.1
2021-01-07 21:00:00,-5.25,0.0,-0.0,0.0,1.03
2021-01-07 22:00:00,-5.23,0.0,-0.0,0.0,0.97
2021-01-07 23:00:00,-5.18,0.0,-0.0,0.0,0.83
2021-01-08 00:00:00,-5.32,0.0,-0.0,0.0,0.83
2021-01-08 01:00:00,-5.49,0.0,-0.0,0.0,0.76
2021-01-08 02:00:00,-5.44,0.0,-0.0,0.0,0.55
2021-01-08 03:00:00,-5.34,0.0,-0.0,0.0,0.48
2021-01-08 04:00:00,-5.09,0.0,-0.0,0.0,0.28
2021-01-08 05:00:00,-5.02,0.0,-0.0,0.0,0.14
2021-01-08 06:00:00,-4.9,0.0,-0.0,0.0,0.28
2021-01-08 07:00:00,-5.36,0.0,-0.0,0.0,0.14
2021-01-08 08:00:00,-5.25,0.0,-0.0,0.0,0.14
2021-01-08 09:00:00,-5.28,4.0,0.0,4.0,0.41
2021-01-08 10:00:00,-5.33,10.0,0.0,10.0,0.62
2021-01-08 11:00:00,-5.61,14.0,0.0,14.0,0.9
2021-01-08 12:00:00,-5.3,19.0,0.0,19.0,0.9
2021-01-08 13:00:00,-4.92,7.0,0.0,7.0,1.03
2021-01-08 14:00:00,-4.68,0.0,0.0,0.0,1.03
2021-01-08 15:00:00,-4.98,0.0,-0.0,0.0,1.17
2021-01-08 16:00:00,-4.81,0.0,-0.0,0.0,1.17
2021-01-08 17:00:00,-5.14,0.0,-0.0,0.0,1.17
2021-01-08 18:00:00,-5.42,0.0,-0.0,0.0,1.1
2021-01-08 19:00:00,-5.39,0.0,-0.0,0.0,1.1
2021-01-08 20:00:00,-5.34,0.0,-0.0,0.0,1.03
2021-01-08 21:00:00,-5.32,0.0,-0.0,0.0,1.03
2021-01-08 22:00:00,-5.09,0.0,-0.0,0.0,0.97
2021-01-08 23:00:00,-5.37,0.0,-0.0,0.0,1.03
2021-01-09 00:00:00,-5.59,0.0,-0.0,0.0,1.1
2021-01-09 01:00:00,-5.85,0.0,-0.0,0.0,1.31
2021-01-09 02:00:00,-5.25,0.0,-0.0,0.0,1.38
2021-01-09 03:00:00,-4.97,0.0,-0.0,0.0,1.45
2021-01-09 04:00:00,-4.63,0.0,-0.0,0.0,1.45
2021-01-09 05:00:00,-4.58,0.0,-0.0,0.0,1.59
2021-01-09 06:00:00,-4.57,0.0,-0.0,0.0,1.66
2021-01-09 07:00:00,-4.77,0.0,-0.0,0.0,1.72
2021-01-09 08:00:00,-4.9,0.0,-0.0,0.0,1.66
2021-01-09 09:00:00,-4.97,7.0,0.0,7.0,1.72
2021-01-09 10:00:00,-4.89,17.0,0.0,17.0,1.86
2021-01-09 11:00:00,-4.77,13.0,0.0,13.0,1.72
2021-01-09 12:00:00,-4.63,9.0,0.0,9.0,1.79
2021-01-09 13:00:00,-4.43,0.0,0.0,0.0,1.66
2021-01-09 14:00:00,-4.18,0.0,0.0,0.0,1.93
2021-01-09 15:00:00,-3.68,0.0,-0.0,0.0,2.21
2021-01-09 16:00:00,-3.13,0.0,-0.0,0.0,2.62
2021-01-09 17:00:00,-2.59,0.0,-0.0,0.0,3.03
2021-01-09 18:00:00,-2.34,0.0,-0.0,0.0,3.17
2021-01-09 19:00:00,-2.43,0.0,-0.0,0.0,3.17
2021-01-09 20:00:00,-2.39,0.0,-0.0,0.0,3.38
2021-01-09 21:00:00,-2.37,0.0,-0.0,0.0,3.45
2021-01-09 22:00:00,-2.35,0.0,-0.0,0.0,3.59
2021-01-09 23:00:00,-2.32,0.0,-0.0,0.0,3.79
2021-01-10 00:00:00,-2.26,0.0,-0.0,0.0,3.86
2021-01-10 01:00:00,-2.08,0.0,-0.0,0.0,3.93
2021-01-10 02:00:00,-1.91,0.0,-0.0,0.0,3.93
2021-01-10 03:00:00,-1.77,0.0,-0.0,0.0,4.0
2021-01-10 04:00:00,-1.68,0.0,-0.0,0.0,4.14
2021-01-10 05:00:00,-1.66,0.0,-0.0,0.0,4.14
2021-01-10 06:00:00,-1.53,0.0,-0.0,0.0,4.14
2021-01-10 07:00:00,-1.24,0.0,-0.0,0.0,3.72
2021-01-10 08:00:00,-0.92,0.0,-0.0,0.0,4.07
2021-01-10 09:00:00,-0.3,22.0,0.0,22.0,4.0
2021-01-10 10:00:00,0.55,48.0,42.2,43.0,4.0
2021-01-10 11:00:00,1.53,11.0,0.0,11.0,3.66
2021-01-10 12:00:00,2.26,108.0,639.58,24.0,3.24
2021-01-10 13:00:00,2.5,15.0,0.0,15.0,2.9
2021-01-10 14:00:00,2.35,0.0,0.0,0.0,2.62
2021-01-10 15:00:00,2.25,0.0,-0.0,0.0,2.34
2021-01-10 16:00:00,2.16,0.0,-0.0,0.0,2.21
2021-01-10 17:00:00,2.14,0.0,-0.0,0.0,2.28
2021-01-10 18:00:00,2.25,0.0,-0.0,0.0,2.34
2021-01-10 19:00:00,2.64,0.0,-0.0,0.0,2.69
2021-01-10 20:00:00,2.78,0.0,-0.0,0.0,3.17
2021-01-10 21:00:00,2.9,0.0,-0.0,0.0,3.72
2021-01-10 22:00:00,3.0,0.0,-0.0,0.0,4.0
2021-01-10 23:00:00,3.08,0.0,-0.0,0.0,4.21
2021-01-11 00:00:00,3.17,0.0,-0.0,0.0,4.48
2021-01-11 01:00:00,3.4,0.0,-0.0,0.0,4.41
2021-01-11 02:00:00,3.55,0.0,-0.0,0.0,4.55
2021-01-11 03:00:00,3.71,0.0,-0.0,0.0,4.69
2021-01-11 04:00:00,4.01,0.0,-0.0,0.0,4.62
2021-01-11 05:00:00,4.32,0.0,-0.0,0.0,4.62
2021-01-11 06:00:00,4.51,0.0,-0.0,0.0,4.76
2021-01-11 07:00:00,4.52,0.0,-0.0,0.0,4.28
2021-01-11 08:00:00,4.6,0.0,-0.0,0.0,4.21
2021-01-11 09:00:00,4.7,5.0,0.0,5.0,4.07
2021-01-11 10:00:00,4.72,11.0,0.0,11.0,3.86
2021-01-11 11:00:00,4.68,20.0,0.0,20.0,3.72
2021-01-11 12:00:00,4.62,16.0,0.0,16.0,3.45
2021-01-11 13:00:00,4.45,13.0,0.0,13.0,3.03
2021-01-11 14:00:00,4.27,0.0,0.0,0.0,2.76
2021-01-11 15:00:00,4.08,0.0,-0.0,0.0,2.76
2021-01-11 16:00:00,3.77,0.0,-0.0,0.0,2.9
2021-01-11 17:00:00,3.43,0.0,-0.0,0.0,2.76
2021-01-11 18:00:00,2.94,0.0,-0.0,0.0,2.62
2021-01-11 19:00:00,2.75,0.0,-0.0,0.0,3.17
2021-01-11 20:00:00,2.05,0.0,-0.0,0.0,3.17
2021-01-11 21:00:00,1.44,0.0,-0.0,0.0,2.97
2021-01-11 22:00:00,1.05,0.0,-0.0,0.0,3.17
2021-01-11 23:00:00,0.99,0.0,-0.0,0.0,3.31
2021-01-12 00:00:00,0.95,0.0,-0.0,0.0,3.24
2021-01-12 01:00:00,0.92,0.0,-0.0,0.0,3.17
2021-01-12 02:00:00,0.95,0.0,-0.0,0.0,3.03
2021-01-12 03:00:00,0.78,0.0,-0.0,0.0,2.9
2021-01-12 04:00:00,0.6,0.0,-0.0,0.0,2.69
2021-01-12 05:00:00,0.19,0.0,-0.0,0.0,2.34
2021-01-12 06:00:00,-0.53,0.0,-0.0,0.0,2.28
2021-01-12 07:00:00,-0.72,0.0,-0.0,0.0,2.55
2021-01-12 08:00:00,-0.54,0.0,-0.0,0.0,2.76
2021-01-12 09:00:00,-0.12,35.0,170.31,23.0,2.69
2021-01-12 10:00:00,0.54,87.0,381.11,40.0,2.48
2021-01-12 11:00:00,1.13,70.0,75.33,59.0,2.28
2021-01-12 12:00:00,1.52,0.0,0.0,0.0,2.14
2021-01-12 13:00:00,1.7,0.0,0.0,0.0,2.07
2021-01-12 14:00:00,1.75,0.0,0.0,0.0,2.14
2021-01-12 15:00:00,1.34,0.0,-0.0,0.0,2.28
2021-01-12 16:00:00,1.19,0.0,-0.0,0.0,2.55
2021-01-12 17:00:00,1.43,0.0,-0.0,0.0,2.69
2021-01-12 18:00:00,1.32,0.0,-0.0,0.0,2.83
2021-01-12 19:00:00,1.59,0.0,-0.0,0.0,3.24
2021-01-12 20:00:00,1.59,0.0,-0.0,0.0,3.52
2021-01-12 21:00:00,1.6,0.0,-0.0,0.0,3.59
2021-01-12 22:00:00,1.66,0.0,-0.0,0.0,3.66
2021-01-12 23:00:00,1.7,0.0,-0.0,0.0,3.66
2021-01-13 00:00:00,1.69,0.0,-0.0,0.0,3.66
2021-01-13 01:00:00,1.31,0.0,-0.0,0.0,3.59
2021-01-13 02:00:00,1.26,0.0,-0.0,0.0,3.52
2021-01-13 03:00:00,1.09,0.0,-0.0,0.0,3.38
2021-01-13 04:00:00,1.01,0.0,-0.0,0.0,3.38
2021-01-13 05:00:00,1.02,0.0,-0.0,0.0,3.38
2021-01-13 06:00:00,1.06,0.0,-0.0,0.0,3.38
2021-01-13 07:00:00,1.58,0.0,-0.0,0.0,3.38
2021-01-13 08:00:00,1.54,0.0,-0.0,0.0,3.31
2021-01-13 09:00:00,1.4,28.0,54.92,24.0,3.17
2021-01-13 10:00:00,1.38,65.0,119.11,50.0,3.17
2021-01-13 11:00:00,1.53,77.0,100.77,62.0,3.31
2021-01-13 12:00:00,1.51,66.0,71.41,56.0,3.24
2021-01-13 13:00:00,1.39,21.0,0.0,21.0,3.24
2021-01-13 14:00:00,1.12,0.0,0.0,0.0,3.31
2021-01-13 15:00:00,0.84,0.0,-0.0,0.0,3.38
2021-01-13 16:00:00,0.77,0.0,-0.0,0.0,3.45
2021-01-13 17:00:00,0.67,0.0,-0.0,0.0,3.45
2021-01-13 18:00:00,0.66,0.0,-0.0,0.0,3.31
2021-01-13 19:00:00,0.56,0.0,-0.0,0.0,3.17
2021-01-13 20:00:00,0.29,0.0,-0.0,0.0,2.97
2021-01-13 21:00:00,0.05,0.0,-0.0,0.0,2.97
2021-01-13 22:00:00,0.03,0.0,-0.0,0.0,3.03
2021-01-13 23:00:00,-0.01,0.0,-0.0,0.0,3.17
2021-01-14 00:00:00,-0.12,0.0,-0.0,0.0,3.03
2021-01-14 01:00:00,-0.18,0.0,-0.0,0.0,3.03
2021-01-14 02:00:00,-0.12,0.0,-0.0,0.0,2.9
2021-01-14 03:00:00,-0.03,0.0,-0.0,0.0,2.83
2021-01-14 04:00:00,0.06,0.0,-0.0,0.0,2.83
2021-01-14 05:00:00,0.11,0.0,-0.0,0.0,2.9
2021-01-14 06:00:00,0.13,0.0,-0.0,0.0,2.97
2021-01-14 07:00:00,0.01,0.0,-0.0,0.0,2.9
2021-01-14 08:00:00,0.02,0.0,-0.0,0.0,2.97
2021-01-14 09:00:00,0.02,4.0,0.0,4.0,2.97
2021-01-14 10:00:00,-0.01,10.0,0.0,10.0,3.03
2021-01-14 11:00:00,0.17,23.0,0.0,23.0,3.1
2021-01-14 12:00:00,0.23,12.0,0.0,12.0,3.1
2021-01-14 13:00:00,0.36,7.0,0.0,7.0,2.83
2021-01-14 14:00:00,0.4,0.0,0.0,0.0,2.97
2021-01-14 15:00:00,0.47,0.0,-0.0,0.0,2.83
2021-01-14 16:00:00,0.62,0.0,-0.0,0.0,2.76
2021-01-14 17:00:00,0.91,0.0,-0.0,0.0,2.69
2021-01-14 18:00:00,1.07,0.0,-0.0,0.0,2.69
2021-01-14 19:00:00,1.1,0.0,-0.0,0.0,2.76
2021-01-14 20:00:00,1.15,0.0,-0.0,0.0,2.76
2021-01-14 21:00:00,1.12,0.0,-0.0,0.0,2.62
2021-01-14 22:00:00,1.06,0.0,-0.0,0.0,2.48
2021-01-14 23:00:00,0.92,0.0,-0.0,0.0,2.34
2021-01-15 00:00:00,0.88,0.0,-0.0,0.0,2.28
2021-01-15 01:00:00,0.88,0.0,-0.0,0.0,2.28
2021-01-15 02:00:00,0.87,0.0,-0.0,0.0,2.21
2021-01-15 03:00:00,0.8,0.0,-0.0,0.0,2.14
2021-01-15 04:00:00,0.77,0.0,-0.0,0.0,2.07
2021-01-15 05:00:00,0.73,0.0,-0.0,0.0,1.93
2021-01-15 06:00:00,0.75,0.0,-0.0,0.0,1.93
2021-01-15 07:00:00,0.74,0.0,-0.0,0.0,1.79
2021-01-15 08:00:00,0.74,0.0,-0.0,0.0,2.0
2021-01-15 09:00:00,0.75,4.0,0.0,4.0,2.0
2021-01-15 10:00:00,0.77,30.0,0.0,30.0,2.07
2021-01-15 11:00:00,0.89,11.0,0.0,11.0,2.14
2021-01-15 12:00:00,0.97,24.0,0.0,24.0,2.34
2021-01-15 13:00:00,0.89,54.0,131.17,40.0,2.28
2021-01-15 14:00:00,0.79,0.0,0.0,0.0,2.41
2021-01-15 15:00:00,0.63,0.0,-0.0,0.0,2.55
2021-01-15 16:00:00,0.48,0.0,-0.0,0.0,2.48
2021-01-15 17:00:00,0.39,0.0,-0.0,0.0,2.41
2021-01-15 18:00:00,0.27,0.0,-0.0,0.0,2.28
2021-01-15 19:00:00,0.13,0.0,-0.0,0.0,2.14
2021-01-15 20:00:00,-0.04,0.0,-0.0,0.0,2.14
2021-01-15 21:00:00,-0.2,0.0,-0.0,0.0,2.07
2021-01-15 22:00:00,-0.41,0.0,-0.0,0.0,2.0
2021-01-15 23:00:00,-0.69,0.0,-0.0,0.0,1.86
2021-01-16 00:00:00,-0.96,0.0,-0.0,0.0,1.86
2021-01-16 01:00:00,-1.13,0.0,-0.0,0.0,1.86
2021-01-16 02:00:00,-1.4,0.0,-0.0,0.0,1.86
2021-01-16 03:00:00,-1.53,0.0,-0.0,0.0,1.72
2021-01-16 04:00:00,-1.7,0.0,-0.0,0.0,1.66
2021-01-16 05:00:00,-1.9,0.0,-0.0,0.0,1.72
2021-01-16 06:00:00,-2.12,0.0,-0.0,0.0,1.66
2021-01-16 07:00:00,-2.25,0.0,-0.0,0.0,1.66
2021-01-16 08:00:00,-2.44,0.0,0.0,0.0,1.66
2021-01-16 09:00:00,-2.66,9.0,0.0,9.0,1.72
2021-01-16 10:00:00,-2.75,9.0,0.0,9.0,1.72
2021-01-16 11:00:00,-2.74,12.0,0.0,12.0,1.79
2021-01-16 12:00:00,-2.79,11.0,0.0,11.0,1.86
2021-01-16 13:00:00,-2.82,7.0,0.0,7.0,1.86
2021-01-16 14:00:00,-2.86,0.0,0.0,0.0,2.21
2021-01-16 15:00:00,-3.04,0.0,-0.0,0.0,2.07
2021-01-16 16:00:00,-3.04,0.0,-0.0,0.0,2.21
2021-01-16 17:00:00,-3.0,0.0,-0.0,0.0,2.34
2021-01-16 18:00:00,-2.96,0.0,-0.0,0.0,2.14
2021-01-16 19:00:00,-2.69,0.0,-0.0,0.0,2.0
2021-01-16 20:00:00,-2.56,0.0,-0.0,0.0,2.0
2021-01-16 21:00:00,-2.52,0.0,-0.0,0.0,2.0
2021-01-16 22:00:00,-2.46,0.0,-0.0,0.0,2.0
2021-01-16 23:00:00,-2.45,0.0,-0.0,0.0,1.93
2021-01-17 00:00:00,-2.45,0.0,-0.0,0.0,2.07
2021-01-17 01:00:00,-2.49,0.0,-0.0,0.0,2.41
2021-01-17 02:00:00,-2.57,0.0,-0.0,0.0,2.76
2021-01-17 03:00:00,-2.75,0.0,-0.0,0.0,2.9
2021-01-17 04:00:00,-2.98,0.0,-0.0,0.0,2.97
2021-01-17 05:00:00,-3.21,0.0,-0.0,0.0,2.97
2021-01-17 06:00:00,-3.43,0.0,-0.0,0.0,3.03
2021-01-17 07:00:00,-3.88,0.0,-0.0,0.0,3.1
2021-01-17 08:00:00,-3.78,0.0,0.0,0.0,2.9
2021-01-17 09:00:00,-3.59,13.0,0.0,13.0,2.83
2021-01-17 10:00:00,-3.43,12.0,0.0,12.0,3.03
2021-01-17 11:00:00,-3.26,15.0,0.0,15.0,3.24
2021-01-17 12:00:00,-3.17,11.0,0.0,11.0,3.1
2021-01-17 13:00:00,-3.18,9.0,0.0,9.0,3.03
2021-01-17 14:00:00,-3.34,7.0,0.0,7.0,2.76
2021-01-17 15:00:00,-3.43,0.0,-0.0,0.0,2.9
2021-01-17 16:00:00,-3.5,0.0,-0.0,0.0,2.83
2021-01-17 17:00:00,-3.55,0.0,-0.0,0.0,2.69
2021-01-17 18:00:00,-3.55,0.0,-0.0,0.0,2.69
2021-01-17 19:00:00,-3.91,0.0,-0.0,0.0,2.48
2021-01-17 20:00:00,-3.91,0.0,-0.0,0.0,2.48
